12,"Tuesday, August 30,",5:04 PM,I woke up late today. I studied late and still wasn’t able to finish. I’m sick. sad_face I think I got it from my sister. sad_face #Fluvirus I hate it when I have flu. I should’ve been more careful than anyone.,0,0,0,0,0,0
13,"Wednesday, September 7,",1:47 AM,Bobby released a music video today!!! smiling_face_with_heart_shaped_eyes smiling_face_with_heart_shaped_eyes smiling_face_with_heart_shaped_eyes His mv was lit smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes the background was making me dizzy because of the familiar codes though face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy #Bobby #iKON #Holup #MOBB,0,0,0,0,0,0
14,"Wednesday, September 7,",1:50 AM,Wow!!! Donghae and Siwon recorded a music video while having police duties face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy I miss super junior crying_face  crying_face  crying_face  crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face #SuperJunior #WatchOut,0,0,0,0,0,0
15,"Wednesday, September 7,",1:54 PM,"I was super sleepy during our class. We have a three  hour lecture but on the third hour, my professor words were just entering yet leaving my ears hahaha  loudly_crying_face  #sleepyday",0,0,0,0,0,0
16,"Thursday, September 8,",1:55 PM,Today is my favorite day. Our class is just for 3 hours plus 1 hour break. Super lazy today hehe #FeelingLight #MyDay,0,0,0,0,0,0
17,"Thursday, September 8,",10:51 PM,"Listening to music while reviewing. But not really reviewing because I’m just singing along with the music. OPM, Kpop, English songs. Whatever song comes on; I just sing along. Not even reviewing. face_with_tears_of_joy #ICS132",0,0,0,0,0,0
18,"Thursday, September 8,",11:00 PM,"Actually, I can’t really review well. Many things roam my mind today. I’m very worried about academic-related things. Quizzes. Exams. Thesis. Thesis. Thesis. Thesis. There’s progress, but I don’t think it’s enough. Why am I not motivated?? Why am I not pressured?? I want to do things for the thesis, but I’m always just sleeping. Or thinking about things not related to thesis. I need to find the reason again why I’m doing this, why I am here in the first place. What am I even doing here? I need to find a reason. Please give me a reason. Just give me a reason. smiling_face_with_open_mouth smiling_face_with_open_mouth smiling_face_with_open_mouth  Random thoughts pop in my mind today. I suddenly missed my high school classmates. face_with_tears_of_joy What are they doing these days? I think the last time I talked to more than 5 high school classmates was years ago. face_with_tears_of_joy face_with_tears_of_joy crying_face crying_face loudly_crying_face loudly_crying_face",0,0,0,0,0,0
19,"Friday, September 9,",1:43 AM,"I’m working on this chaptered story about us friends. smiling_face_with_open_mouth. And I completed one chapter with 2428 words! It’s a first time for me to write a chaptered story with one chapter with 2000+ words! It’s a love story, btw. It’s actually Micah-centric like the whole story will revolve around my love life (which actually exists in this story, not in real life) but every chapter will be a story about my friends’ love lives. Hehe. Hope this turns out well! Fighting! grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes  smiling_face_with_halo smiling_face_with_halo smiling_face_with_halo #untitled",0,0,0,0,0,0
20,"Friday, September 9,",1:58 PM,Today I was super nervous because we had a quiz. I slept while studying for that quiz.  smiling_face_with_halo Thankfully I was able to go through it  smiling_face_with_halo   #SuperLucky,0,0,0,0,0,0
21,"Friday, September 9,",10:52 PM,"It was kind of a waste to throw away the good ideas we have for the story. I’m a little fazed by the fact that I am writing a story about me and my friend’s brother. So, I decided to stop writing things that will end up with our story, instead, we’re finding for alternatives. My mood kinda went down so I’m not going to write anything for the story again today. I’ll be resting and change my mood for tomorrow. #untitled",0,0,0,0,0,0
22,"Saturday, September 10,",11:19 PM,I’m overwhelmed by my friends’ appreciation for my story. face_with_tears_of_joy face_with_tears_of_joy It feels good to have someone to share my imaginations with. grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes #untitled,0,0,0,0,0,0
23,"Saturday, September 10,",1:59 PM,"Today, I went home and my dad was waiting for me. When I saw our car, I run to it but when I got there I was quite flustered.  smiling_face_with_halo  There was a man in the front and back seat and then I thought, ""Is this our car"" but then I saw my dad in the driver seat. Those people were just his officemates. I was quite scared for nothing  face_with_tears_of_joy #ScaredForNothing",0,0,0,0,0,0
24,"Sunday, September 11,",2:03 PM,"I was doing my assignment for one whole day. However, I still can't find the right answer. I was on the verge of crying but then my friends came to the rescue.  hushed_face  #IFeelSoBlessed",0,0,0,0,0,0
25,"Monday, September 12,",12:15 PM,Can’t really sleep on ‘normal’ times. I can only sleep when it’s in the wee hours of the morning. I think it’s good for me? Because I’m productive during dawn. But I’m getting sick when sleeping late………,0,0,0,0,0,0
26,"Monday, September 12,",11:27 PM,Just finished watching Train to Busan. So many feels.  face_screaming_in_fear   face_screaming_in_fear   face_screaming_in_fear  #TrainToBusan,0,0,0,0,0,0
27,"Monday, September 12,",2:05 PM,I'm preparing for a report today. I still don't know what to do. I'm super confused huhu  loudly_crying_face  #LordHelp,0,0,0,0,0,0
28,"Tuesday, September 13,",11:19 PM,My left arm feel so numb. I got a vaccine today. It hurts all day. My parents were very proud that I can handle things like these myself.  heavy_black_heart  I feel so happy to hear those words everytime. #IFeelSoProud,0,0,0,0,0,0
